series id,id,title,frequency
ICBUSEASEXQZAF,ICBUSEASEXQZAF,Ease of doing business index for South Africa,Annual
ICBUSEASEXQBRN,ICBUSEASEXQBRN,Ease of doing business index for Brunei Darussalam,Annual
ICBUSEASEXQMYS,ICBUSEASEXQMYS,Ease of doing business index for Malaysia,Annual
ICBUSEASEXQBHS,ICBUSEASEXQBHS,Ease of doing business index for the Bahamas,Annual
ICBUSEASEXQMUS,ICBUSEASEXQMUS,Ease of doing business index for Mauritius,Annual
ICBUSEASEXQLAO,ICBUSEASEXQLAO,Ease of doing business index for the Lao People's Democratic Republic,Annual
ICBUSEASEXQKAZ,ICBUSEASEXQKAZ,Ease of doing business index for Kazakhstan,Annual
ICBUSEASEXQCAN,ICBUSEASEXQCAN,Ease of doing business index for Canada,Annual
ICBUSEASEXQMWI,ICBUSEASEXQMWI,Ease of doing business index for Malawi,Annual
ICBUSEASEXQLBN,ICBUSEASEXQLBN,Ease of doing business index for Lebanon,Annual
ICBUSEASEXQTLS,ICBUSEASEXQTLS,Ease of doing business index for the Democratic Republic of Timor-Leste,Annual
ICBUSEASEXQRUS,ICBUSEASEXQRUS,Ease of doing business index for the Russian Federation,Annual
ICBUSEASEXQBEL,ICBUSEASEXQBEL,Ease of doing business index for Belgium,Annual
ICBUSEASEXQALB,ICBUSEASEXQALB,Ease of doing business index for Albania,Annual
ICBUSEASEXQCHL,ICBUSEASEXQCHL,Ease of doing business index for Chile,Annual
ICBUSEASEXQCRI,ICBUSEASEXQCRI,Ease of doing business index for Costa Rica,Annual
ICBUSEASEXQKGZ,ICBUSEASEXQKGZ,Ease of doing business index for the Kyrgyz Republic,Annual
ICBUSEASEXQFJI,ICBUSEASEXQFJI,Ease of doing business index for Fiji,Annual
ICBUSEASEXQIRQ,ICBUSEASEXQIRQ,Ease of doing business index for Iraq,Annual
ICBUSEASEXQKHM,ICBUSEASEXQKHM,Ease of doing business index for Cambodia,Annual
ICBUSEASEXQVNM,ICBUSEASEXQVNM,Ease of doing business index for Viet Nam,Annual
ICBUSEASEXQBOL,ICBUSEASEXQBOL,Ease of doing business index for the Plurinational State of Bolivia,Annual
ICBUSEASEXQGEO,ICBUSEASEXQGEO,Ease of doing business index for Georgia,Annual
ICBUSEASEXQTGO,ICBUSEASEXQTGO,Ease of doing business index for Togo,Annual
ICBUSEASEXQLTU,ICBUSEASEXQLTU,Ease of doing business index for Lithuania,Annual
ICBUSEASEXQIND,ICBUSEASEXQIND,Ease of doing business index for India,Annual
ICBUSEASEXQECU,ICBUSEASEXQECU,Ease of doing business index for Ecuador,Annual
ICBUSEASEXQMDG,ICBUSEASEXQMDG,Ease of doing business index for Madagascar,Annual
ICBUSEASEXQPRT,ICBUSEASEXQPRT,Ease of doing business index for Portugal,Annual
ICBUSEASEXQARE,ICBUSEASEXQARE,Ease of doing business index for the United Arab Emirates,Annual
ICBUSEASEXQISR,ICBUSEASEXQISR,Ease of doing business index for Israel,Annual
ICBUSEASEXQTZA,ICBUSEASEXQTZA,Ease of doing business index for the United Republic of Tanzania,Annual
ICBUSEASEXQVCT,ICBUSEASEXQVCT,Ease of doing business index for Saint Vincent and the Grenadines,Annual
ICBUSEASEXQKSV,ICBUSEASEXQKSV,Ease of doing business index for Kosovo,Annual
ICBUSEASEXQPAN,ICBUSEASEXQPAN,Ease of doing business index for Panama,Annual
ICBUSEASEXQNZL,ICBUSEASEXQNZL,Ease of doing business index for New Zealand,Annual
ICBUSEASEXQPRI,ICBUSEASEXQPRI,Ease of doing business index for Puerto Rico,Annual
ICBUSEASEXQBWA,ICBUSEASEXQBWA,Ease of doing business index for Botswana,Annual
ICBUSEASEXQSWZ,ICBUSEASEXQSWZ,Ease of doing business index for Swaziland,Annual
ICBUSEASEXQFIN,ICBUSEASEXQFIN,Ease of doing business index for Finland,Annual
ICBUSEASEXQHUN,ICBUSEASEXQHUN,Ease of doing business index for Hungary,Annual
ICBUSEASEXQMRT,ICBUSEASEXQMRT,Ease of doing business index for Mauritania,Annual
ICBUSEASEXQGRD,ICBUSEASEXQGRD,Ease of doing business index for Grenada,Annual
ICBUSEASEXQPHL,ICBUSEASEXQPHL,Ease of doing business index for the Philippines,Annual
ICBUSEASEXQCZE,ICBUSEASEXQCZE,Ease of doing business index for the Czech Republic,Annual
ICBUSEASEXQGMB,ICBUSEASEXQGMB,Ease of doing business index for the Republic of the Gambia,Annual
ICBUSEASEXQSUR,ICBUSEASEXQSUR,Ease of doing business index for Suriname,Annual
ICBUSEASEXQMLT,ICBUSEASEXQMLT,Ease of doing business index for Malta,Annual
ICBUSEASEXQESP,ICBUSEASEXQESP,Ease of doing business index for Spain,Annual
ICBUSEASEXQEST,ICBUSEASEXQEST,Ease of doing business index for Estonia,Annual
ICBUSEASEXQGRC,ICBUSEASEXQGRC,Ease of doing business index for Greece,Annual
ICBUSEASEXQHKG,ICBUSEASEXQHKG,"Ease of doing business index for Hong Kong SAR, China",Annual
ICBUSEASEXQSWE,ICBUSEASEXQSWE,Ease of doing business index for Sweden,Annual
ICBUSEASEXQMAR,ICBUSEASEXQMAR,Ease of doing business index for Morocco,Annual
ICBUSEASEXQSOM,ICBUSEASEXQSOM,Ease of doing business index for Somalia,Annual
ICBUSEASEXQIRL,ICBUSEASEXQIRL,Ease of doing business index for Ireland,Annual
ICBUSEASEXQSVN,ICBUSEASEXQSVN,Ease of doing business index for Slovenia,Annual
ICBUSEASEXQURY,ICBUSEASEXQURY,Ease of doing business index for Uruguay,Annual
ICBUSEASEXQTJK,ICBUSEASEXQTJK,Ease of doing business index for Tajikistan,Annual
ICBUSEASEXQSYC,ICBUSEASEXQSYC,Ease of doing business index for Seychelles,Annual
ICBUSEASEXQBIH,ICBUSEASEXQBIH,Ease of doing business index for Bosnia and Herzegovina,Annual
ICBUSEASEXQTON,ICBUSEASEXQTON,Ease of doing business index for Tonga,Annual
ICBUSEASEXQLBY,ICBUSEASEXQLBY,Ease of doing business index for Libyan Arab Jamahiriya,Annual
ICBUSEASEXQPLW,ICBUSEASEXQPLW,Ease of doing business index for Palau,Annual
ICBUSEASEXQJAM,ICBUSEASEXQJAM,Ease of doing business index for Jamaica,Annual
ICBUSEASEXQGHA,ICBUSEASEXQGHA,Ease of doing business index for Ghana,Annual
ICBUSEASEXQSSD,ICBUSEASEXQSSD,Ease of doing business index for the Republic of South Sudan,Annual
ICBUSEASEXQBLZ,ICBUSEASEXQBLZ,Ease of doing business index for Belize,Annual
ICBUSEASEXQKWT,ICBUSEASEXQKWT,Ease of doing business index for Kuwait,Annual
ICBUSEASEXQLSO,ICBUSEASEXQLSO,Ease of doing business index for Lesotho,Annual
ICBUSEASEXQGUY,ICBUSEASEXQGUY,Ease of doing business index for Guyana,Annual
ICBUSEASEXQCPV,ICBUSEASEXQCPV,Ease of doing business index for Cape Verde,Annual
ICBUSEASEXQSEN,ICBUSEASEXQSEN,Ease of doing business index for Senegal,Annual
ICBUSEASEXQCYP,ICBUSEASEXQCYP,Ease of doing business index for Cyprus,Annual
ICBUSEASEXQAUT,ICBUSEASEXQAUT,Ease of doing business index for Austria,Annual
ICBUSEASEXQDNK,ICBUSEASEXQDNK,Ease of doing business index for Denmark,Annual
ICBUSEASEXQLBR,ICBUSEASEXQLBR,Ease of doing business index for Liberia,Annual
ICBUSEASEXQPOL,ICBUSEASEXQPOL,Ease of doing business index for Poland,Annual
ICBUSEASEXQSDN,ICBUSEASEXQSDN,Ease of doing business index for the Sudan,Annual
ICBUSEASEXQMDA,ICBUSEASEXQMDA,Ease of doing business index for the Republic of Moldova,Annual
ICBUSEASEXQSLV,ICBUSEASEXQSLV,Ease of doing business index for El Salvador,Annual
ICBUSEASEXQTCD,ICBUSEASEXQTCD,Ease of doing business index for Chad,Annual
ICBUSEASEXQMLI,ICBUSEASEXQMLI,Ease of doing business index for Mali,Annual
ICBUSEASEXQSMR,ICBUSEASEXQSMR,Ease of doing business index for San Marino,Annual
ICBUSEASEXQBFA,ICBUSEASEXQBFA,Ease of doing business index for Burkina Faso,Annual
ICBUSEASEXQFSM,ICBUSEASEXQFSM,Ease of doing business index for the Federated States of Micronesia,Annual
ICBUSEASEXQNAM,ICBUSEASEXQNAM,Ease of doing business index for Namibia,Annual
ICBUSEASEXQKIR,ICBUSEASEXQKIR,Ease of doing business index for Kiribati,Annual
ICBUSEASEXQMKD,ICBUSEASEXQMKD,Ease of doing business index for the former Yugoslav Republic of Macedonia,Annual
ICBUSEASEXQSVK,ICBUSEASEXQSVK,Ease of doing business index for the Slovak Republic,Annual
SPDYNCBRTINITA,SPDYNCBRTINITA,Crude Birth Rate for Italy,Annual
SPPOPGROWJPN,SPPOPGROWJPN,Population Growth for Japan,Annual
PCAGDPCHA646NWDB,PCAGDPCHA646NWDB,Gross Domestic Product Per Capita for Switzerland,Annual
PCAGDPTRA646NWDB,PCAGDPTRA646NWDB,Gross Domestic Product Per Capita for Turkey,Annual
FPCPITOTLZGEGY,FPCPITOTLZGEGY,"Inflation, consumer prices for Egypt",Annual
PCAGDPRUA646NWDB,PCAGDPRUA646NWDB,Gross Domestic Product Per Capita for Russian Federation,Annual
MKTGDPNGA646NWDB,MKTGDPNGA646NWDB,Gross Domestic Product for Nigeria,Annual
SLUEM1524ZSARG,SLUEM1524ZSARG,Youth Unemployment Rate for Argentina,Annual
MKTGNIZAA646NWDB,MKTGNIZAA646NWDB,Gross National Income for South Africa,Annual
SPDYNLE00INCHN,SPDYNLE00INCHN,"Life Expectancy at Birth, Total for China",Annual
FPCPITOTLZGPAN,FPCPITOTLZGPAN,"Inflation, consumer prices for Panama",Annual
SLUEM1524ZSBWA,SLUEM1524ZSBWA,Youth Unemployment Rate for Botswana,Annual
MKTGNIJPA646NWDB,MKTGNIJPA646NWDB,Gross National Income for Japan,Annual
MKTGDPETA646NWDB,MKTGDPETA646NWDB,Gross Domestic Product for Ethiopia,Annual
MKTGNIAEA646NWDB,MKTGNIAEA646NWDB,Gross National Income for United Arab Emirates,Annual
MKTGDPVEA646NWDB,MKTGDPVEA646NWDB,Gross Domestic Product for Bolivarian Republic of Venezuela,Annual
SLUEM1524ZSMYS,SLUEM1524ZSMYS,Youth Unemployment Rate for Malaysia,Annual
FPCPITOTLZGBGD,FPCPITOTLZGBGD,"Inflation, consumer prices for Bangladesh",Annual
POPTOTPRA647NWDB,POPTOTPRA647NWDB,"Population, Total for Puerto Rico",Annual
MKTGDPCOA646NWDB,MKTGDPCOA646NWDB,Gross Domestic Product for Colombia,Annual
PCAGDPFRA646NWDB,PCAGDPFRA646NWDB,Gross Domestic Product Per Capita for France,Annual
SPDYNTFRTINBGD,SPDYNTFRTINBGD,"Fertility Rate, Total for Bangladesh",Annual
SPDYNTFRTINCAN,SPDYNTFRTINCAN,"Fertility Rate, Total for Canada",Annual
SPDYNTFRTINPHL,SPDYNTFRTINPHL,"Fertility Rate, Total for the Philippines",Annual
DDAI031WA156NWDB,DDAI031WA156NWDB,Firms with a Bank Loan or Line of Credit to Total Firms for World (DISCONTINUED),Annual
CASHBLARA188A,CASHBLARA188A,Cash surplus/deficit (% of GDP) for Argentina,Annual
CASHBLVEA188A,CASHBLVEA188A,Cash surplus/deficit (% of GDP) for Venezuela,Annual
DEBTTLTRA188A,DEBTTLTRA188A,"Central government debt, total (% of GDP) for Turkey",Annual
DEBTTLLKA188A,DEBTTLLKA188A,"Central government debt, total (% of GDP) for Sri Lanka",Annual
DEBTTLJMA188A,DEBTTLJMA188A,"Central government debt, total (% of GDP) for Jamaica",Annual
DEBTTLPHA188A,DEBTTLPHA188A,"Central government debt, total (% of GDP) for the Philippines",Annual
POPTOTRU52647NWDB,POPTOTRU52647NWDB,"Population, Total for Russian Federation",5 Year
POPTOTFR52647NWDB,POPTOTFR52647NWDB,"Population, Total for France",5 Year
POPTOTBR52647NWDB,POPTOTBR52647NWDB,"Population, Total for Brazil",5 Year
SPPOPGROWHIC,SPPOPGROWHIC,Population Growth for High Income Countries,Annual
NYGDPPCAPKDSSF,NYGDPPCAPKDSSF,Constant GDP per capita: All Income Levels for Sub-Saharan Africa,Annual
SPPOPGROWOED,SPPOPGROWOED,Population Growth for OECD Members,Annual
NYGDPPCAPCDEMU,NYGDPPCAPCDEMU,Gross Domestic Product Per Capita for the Euro Area,Annual
SPPOPTOTLCEB,SPPOPTOTLCEB,"Population, Total for Central Europe and the Baltics",Annual
SPPOPGROWEUU,SPPOPGROWEUU,Population Growth for the European Union,Annual
MKTGDPDKA646NWDB,MKTGDPDKA646NWDB,Gross Domestic Product for Denmark,Annual
ITNETUSERP2GEO,ITNETUSERP2GEO,Internet users for Georgia,Annual
ITNETUSERP2NLD,ITNETUSERP2NLD,Internet users for the Netherlands,Annual
ITNETUSERP2NGA,ITNETUSERP2NGA,Internet users for Nigeria,Annual
ITNETUSERP2RUS,ITNETUSERP2RUS,Internet users for the Russian Federation,Annual
ITNETUSERP2MEX,ITNETUSERP2MEX,Internet users for Mexico,Annual
ITNETUSERP2PRT,ITNETUSERP2PRT,Internet users for Portugal,Annual
ITNETUSERP2SRB,ITNETUSERP2SRB,Internet users for Serbia,Annual
ITNETUSERP2AFG,ITNETUSERP2AFG,Internet users for the Islamic Republic of Afghanistan,Annual
ITNETUSERP2IRN,ITNETUSERP2IRN,Internet users for the Islamic Republic of Iran,Annual
ITNETUSERP2PNG,ITNETUSERP2PNG,Internet users for Papua New Guinea,Annual
ITNETUSERP2MDV,ITNETUSERP2MDV,Internet users for Maldives,Annual
ITNETUSERP2MYS,ITNETUSERP2MYS,Internet users for Malaysia,Annual
ITNETUSERP2EGY,ITNETUSERP2EGY,Internet users for Egypt,Annual
ITNETUSERP2JPN,ITNETUSERP2JPN,Internet users for Japan,Annual
ITNETUSERP2BRN,ITNETUSERP2BRN,Internet users for Brunei Darussalam,Annual
ITNETUSERP2KWT,ITNETUSERP2KWT,Internet users for Kuwait,Annual
ITNETUSERP2KAZ,ITNETUSERP2KAZ,Internet users for Kazakhstan,Annual
ITNETUSERP2DEU,ITNETUSERP2DEU,Internet users for Germany,Annual
ITNETUSERP2LAO,ITNETUSERP2LAO,Internet users for the Lao People's Democratic Republic,Annual
ITNETUSERP2ARE,ITNETUSERP2ARE,Internet users for the United Arab Emirates,Annual
ITNETUSERP2SWZ,ITNETUSERP2SWZ,Internet users for Swaziland,Annual
ITNETUSERP2SOM,ITNETUSERP2SOM,Internet users for Somalia,Annual
ITNETUSERP2CIV,ITNETUSERP2CIV,Internet users for the Republic of Cote d'Ivoire,Annual
ITNETUSERP2OMN,ITNETUSERP2OMN,Internet users for Oman,Annual
ITNETUSERP2SGP,ITNETUSERP2SGP,Internet users for Singapore,Annual
ITNETUSERP2TZA,ITNETUSERP2TZA,Internet users for the United Republic of Tanzania,Annual
ITNETUSERP2NPL,ITNETUSERP2NPL,Internet users for Nepal,Annual
ITNETUSERP2COD,ITNETUSERP2COD,Internet users for the Democratic Republic of the Congo,Annual
ITNETUSERP2CAF,ITNETUSERP2CAF,Internet users for the Central African Republic,Annual
ITNETUSERP2SVN,ITNETUSERP2SVN,Internet users for Slovenia,Annual
ITNETUSERP2ERI,ITNETUSERP2ERI,Internet users for Eritrea,Annual
ITNETUSERP2PRY,ITNETUSERP2PRY,Internet users for Paraguay,Annual
ITNETUSERP2KOR,ITNETUSERP2KOR,Internet users for the Republic of Korea,Annual
MKTGDPROA646NWDB,MKTGDPROA646NWDB,Gross Domestic Product for Romania,Annual
ITNETUSERP2PSE,ITNETUSERP2PSE,Internet users for the Occupied Palestinian Territory,Annual
SIPOVGINIBTN,SIPOVGINIBTN,GINI Index for Bhutan,Annual
SIPOVGINISYR,SIPOVGINISYR,GINI Index for the Syrian Arab Republic,Annual
SIPOVGINISLV,SIPOVGINISLV,GINI Index for El Salvador,Annual
SIPOVGINISVN,SIPOVGINISVN,GINI Index for Slovenia,Annual
SIPOVGINITZA,SIPOVGINITZA,GINI Index for the United Republic of Tanzania,Annual
SIPOVGINIMLI,SIPOVGINIMLI,GINI Index for Mali,Annual
SIPOVGINIEST,SIPOVGINIEST,GINI Index for Estonia,Annual
SIPOVGINISRB,SIPOVGINISRB,GINI Index for Serbia,Annual
SIPOVGINIAGO,SIPOVGINIAGO,GINI Index for Angola,Annual
SIPOVGINIISL,SIPOVGINIISL,GINI Index for Iceland,Annual
SIPOVGINIUGA,SIPOVGINIUGA,GINI Index for Uganda,Annual
SIPOVGINIDOM,SIPOVGINIDOM,GINI Index for the Dominican Republic,Annual
SIPOVGINISUR,SIPOVGINISUR,GINI Index for Suriname,Annual
SIPOVGINILAO,SIPOVGINILAO,GINI Index for the Lao People's Democratic Republic,Annual
SIPOVGINIBFA,SIPOVGINIBFA,GINI Index for Burkina Faso,Annual
SIPOVGINIIRQ,SIPOVGINIIRQ,GINI Index for Iraq,Annual
SIPOVGINIRWA,SIPOVGINIRWA,GINI Index for Rwanda,Annual
SIPOVGINIBDI,SIPOVGINIBDI,GINI Index for Burundi,Annual
SPDYNIMRTINCOD,SPDYNIMRTINCOD,Infant Mortality Rate for the Democratic Republic of the Congo,Annual
ITNETUSERP2NOC,ITNETUSERP2NOC,Internet users for the Non-OECD,Annual
DDDM01CNA156NWDB,DDDM01CNA156NWDB,Stock Market Capitalization to GDP for China,Annual
NYGDPPCAPKDPAK,NYGDPPCAPKDPAK,Constant GDP per capita for Pakistan,Annual
NYGDPPCAPKDNOR,NYGDPPCAPKDNOR,Constant GDP per capita for Norway,Annual
NYGDPPCAPKDEGY,NYGDPPCAPKDEGY,Constant GDP per capita for Egypt,Annual
NYGDPPCAPKDVNM,NYGDPPCAPKDVNM,Constant GDP per capita for Viet Nam,Annual
NYGDPPCAPKDBGD,NYGDPPCAPKDBGD,Constant GDP per capita for Bangladesh,Annual
ICBUSEASEXQBEN,ICBUSEASEXQBEN,Ease of doing business index for Benin,Annual
ICBUSEASEXQGAB,ICBUSEASEXQGAB,Ease of doing business index for Gabon,Annual
ICBUSEASEXQUGA,ICBUSEASEXQUGA,Ease of doing business index for Uganda,Annual
ICBUSEASEXQBDI,ICBUSEASEXQBDI,Ease of doing business index for Burundi,Annual
ICBUSEASEXQBHR,ICBUSEASEXQBHR,Ease of doing business index for Bahrain,Annual
ICBUSEASEXQISL,ICBUSEASEXQISL,Ease of doing business index for Iceland,Annual
ICBUSEASEXQVUT,ICBUSEASEXQVUT,Ease of doing business index for Vanuatu,Annual
ICBUSEASEXQDJI,ICBUSEASEXQDJI,Ease of doing business index for Djibouti,Annual
ICBUSEASEXQAZE,ICBUSEASEXQAZE,Ease of doing business index for Azerbaijan,Annual
ICBUSEASEXQGNB,ICBUSEASEXQGNB,Ease of doing business index for Guinea-Bissau,Annual
ICBUSEASEXQNLD,ICBUSEASEXQNLD,Ease of doing business index for the Netherlands,Annual
ICBUSEASEXQPNG,ICBUSEASEXQPNG,Ease of doing business index for Papua New Guinea,Annual
ICBUSEASEXQGNQ,ICBUSEASEXQGNQ,Ease of doing business index for Equatorial Guinea,Annual
ICBUSEASEXQSTP,ICBUSEASEXQSTP,Ease of doing business index for Sao Tome and Principe,Annual
ICBUSEASEXQYEM,ICBUSEASEXQYEM,Ease of doing business index for the Republic of Yemen,Annual
ICBUSEASEXQDOM,ICBUSEASEXQDOM,Ease of doing business index for the Dominican Republic,Annual
ICBUSEASEXQCOG,ICBUSEASEXQCOG,Ease of doing business index for the Republic of the Congo,Annual
ICBUSEASEXQCAF,ICBUSEASEXQCAF,Ease of doing business index for the Central African Republic,Annual
ICBUSEASEXQCIV,ICBUSEASEXQCIV,Ease of doing business index for the Republic of Cote d'Ivoire,Annual
ICBUSEASEXQAFG,ICBUSEASEXQAFG,Ease of doing business index for the Islamic Republic of Afghanistan,Annual
SPDYNCBRTININD,SPDYNCBRTININD,Crude Birth Rate for India,Annual
SLUEM1524ZSSGP,SLUEM1524ZSSGP,Youth Unemployment Rate for Singapore,Annual
FPCPITOTLZGHUN,FPCPITOTLZGHUN,"Inflation, consumer prices for Hungary",Annual
SPPOPGROWFRA,SPPOPGROWFRA,Population Growth for France,Annual
MKTGNIDEA646NWDB,MKTGNIDEA646NWDB,Gross National Income for Germany,Annual
POPTOTAUA647NWDB,POPTOTAUA647NWDB,"Population, Total for Australia",Annual
SLEMPTOTLSPZSSOM,SLEMPTOTLSPZSSOM,Employment to Population Ratio for Somalia,Annual
PCAGDPESA646NWDB,PCAGDPESA646NWDB,Gross Domestic Product Per Capita for Spain,Annual
FPCPITOTLZGHKG,FPCPITOTLZGHKG,"Inflation, consumer prices for Hong Kong SAR, China",Annual
PCAGDPTHA646NWDB,PCAGDPTHA646NWDB,Gross Domestic Product Per Capita for Thailand,Annual
MKTGNIINA646NWDB,MKTGNIINA646NWDB,Gross National Income for India,Annual
MKTGDPGHA646NWDB,MKTGDPGHA646NWDB,Gross Domestic Product for Ghana,Annual
SPDYNCBRTINDEU,SPDYNCBRTINDEU,Crude Birth Rate for Germany,Annual
SLUEM1524ZSUGA,SLUEM1524ZSUGA,Youth Unemployment Rate for Uganda,Annual
FPCPITOTLZGSAU,FPCPITOTLZGSAU,"Inflation, consumer prices for Saudi Arabia",Annual
SPDYNCBRTINCOD,SPDYNCBRTINCOD,Crude Birth Rate for the Democratic Republic of the Congo,Annual
SLUEM1524ZSNGA,SLUEM1524ZSNGA,Youth Unemployment Rate for Nigeria,Annual
FPCPITOTLZGSSD,FPCPITOTLZGSSD,"Inflation, consumer prices for the Republic of South Sudan",Annual
SLEMPTOTLSPZSPHL,SLEMPTOTLSPZSPHL,Employment to Population Ratio for the Philippines,Annual
MKTGDPNZA646NWDB,MKTGDPNZA646NWDB,Gross Domestic Product for New Zealand,Annual
FPCPITOTLZGUKR,FPCPITOTLZGUKR,"Inflation, consumer prices for Ukraine",Annual
SEENRTERTFMZSUSA,SEENRTERTFMZSUSA,Ratio of Female to Male Tertiary School Enrollment for the United States,Annual
SLEMPTOTLSPZSMYS,SLEMPTOTLSPZSMYS,Employment to Population Ratio for Malaysia,Annual
MKTGNIBTA646NWDB,MKTGNIBTA646NWDB,Gross National Income for Bhutan,Annual
PCAGDPKRA646NWDB,PCAGDPKRA646NWDB,Gross Domestic Product Per Capita for Republic of Korea,Annual
POPTOTIT52647NWDB,POPTOTIT52647NWDB,"Population, Total for Italy",5 Year
POPTOTKR52647NWDB,POPTOTKR52647NWDB,"Population, Total for Republic of Korea",5 Year
SPDYNTFRTINTHA,SPDYNTFRTINTHA,"Fertility Rate, Total for Thailand",Annual
SPDYNTFRTINNGA,SPDYNTFRTINNGA,"Fertility Rate, Total for Nigeria",Annual
DEBTTLPKA188A,DEBTTLPKA188A,"Central government debt, total (% of GDP) for Pakistan",Annual
DEBTTLSGA188A,DEBTTLSGA188A,"Central government debt, total (% of GDP) for Singapore",Annual
CASHBLGBA188A,CASHBLGBA188A,Cash surplus/deficit (% of GDP) for the United Kingdom,Annual
CASHBLDEA188A,CASHBLDEA188A,Cash surplus/deficit (% of GDP) for Germany,Annual
DEBTTLNOA188A,DEBTTLNOA188A,"Central government debt, total (% of GDP) for Norway",Annual
CASHBLGRA188A,CASHBLGRA188A,Cash surplus/deficit (% of GDP) for Greece,Annual
POPTOTES52647NWDB,POPTOTES52647NWDB,"Population, Total for Spain",5 Year
FPCPITOTLZGLCN,FPCPITOTLZGLCN,"Inflation, consumer prices: All Income Levels for Latin America and Caribbean",Annual
SPDYNIMRTINEAP,SPDYNIMRTINEAP,Infant Mortality Rate for Developing Countries in East Asia and Pacific,Annual
ITNETUSERP2ETH,ITNETUSERP2ETH,Internet users for Ethiopia,Annual
ITNETUSERP2QAT,ITNETUSERP2QAT,Internet users for Qatar,Annual
ITNETUSERP2FSM,ITNETUSERP2FSM,Internet users for the Federated States of Micronesia,Annual
ITNETUSERP2VCT,ITNETUSERP2VCT,Internet users for Saint Vincent and the Grenadines,Annual
ITNETUSERP2FRA,ITNETUSERP2FRA,Internet users for France,Annual
ITNETUSERP2ARG,ITNETUSERP2ARG,Internet users for Argentina,Annual
ITNETUSERP2SYR,ITNETUSERP2SYR,Internet users for the Syrian Arab Republic,Annual
ITNETUSERP2LBN,ITNETUSERP2LBN,Internet users for Lebanon,Annual
ITNETUSERP2CHN,ITNETUSERP2CHN,Internet users for China,Annual
ITNETUSERP2NOR,ITNETUSERP2NOR,Internet users for Norway,Annual
ITNETUSERP2COM,ITNETUSERP2COM,Internet users for Comoros,Annual
ITNETUSERP2THA,ITNETUSERP2THA,Internet users for Thailand,Annual
ITNETUSERP2FRO,ITNETUSERP2FRO,Internet users for the Faroe Islands,Annual
ITNETUSERP2YEM,ITNETUSERP2YEM,Internet users for the Republic of Yemen,Annual
ITNETUSERP2ISL,ITNETUSERP2ISL,Internet users for Iceland,Annual
ITNETUSERP2GTM,ITNETUSERP2GTM,Internet users for Guatemala,Annual
ITNETUSERP2AUS,ITNETUSERP2AUS,Internet users for Australia,Annual
ITNETUSERP2DZA,ITNETUSERP2DZA,Internet users for Algeria,Annual
ITNETUSERP2CHE,ITNETUSERP2CHE,Internet users for Switzerland,Annual
ITNETUSERP2HTI,ITNETUSERP2HTI,Internet users for Haiti,Annual
ITNETUSERP2LBY,ITNETUSERP2LBY,Internet users for Libyan Arab Jamahiriya,Annual
ITNETUSERP2GBR,ITNETUSERP2GBR,Internet users for the United Kingdom,Annual
ITNETUSERP2BRA,ITNETUSERP2BRA,Internet users for Brazil,Annual
ITNETUSERP2AZE,ITNETUSERP2AZE,Internet users for Azerbaijan,Annual
ITNETUSERP2NER,ITNETUSERP2NER,Internet users for Niger,Annual
ITNETUSERP2FIN,ITNETUSERP2FIN,Internet users for Finland,Annual
ITNETUSERP2KGZ,ITNETUSERP2KGZ,Internet users for the Kyrgyz Republic,Annual
ITNETUSERP2ZMB,ITNETUSERP2ZMB,Internet users for Zambia,Annual
ITNETUSERP2BTN,ITNETUSERP2BTN,Internet users for Bhutan,Annual
ITNETUSERP2SLE,ITNETUSERP2SLE,Internet users for Sierra Leone,Annual
ITNETUSERP2ESP,ITNETUSERP2ESP,Internet users for Spain,Annual
ITNETUSERP2LKA,ITNETUSERP2LKA,Internet users for Sri Lanka,Annual
ITNETUSERP2NZL,ITNETUSERP2NZL,Internet users for New Zealand,Annual
ITNETUSERP2TUN,ITNETUSERP2TUN,Internet users for Tunisia,Annual
ITNETUSERP2KEN,ITNETUSERP2KEN,Internet users for Kenya,Annual
ITNETUSERP2LIE,ITNETUSERP2LIE,Internet users for Liechtenstein,Annual
ITNETUSERP2MNG,ITNETUSERP2MNG,Internet users for Mongolia,Annual
ITNETUSERP2IRQ,ITNETUSERP2IRQ,Internet users for Iraq,Annual
ITNETUSERP2BWA,ITNETUSERP2BWA,Internet users for Botswana,Annual
ITNETUSERP2CUW,ITNETUSERP2CUW,Internet users for Curacao,Annual
ITNETUSERP2GMB,ITNETUSERP2GMB,Internet users for the Republic of the Gambia,Annual
ITNETUSERP2MDA,ITNETUSERP2MDA,Internet users for the Republic of Moldova,Annual
ITNETUSERP2MLI,ITNETUSERP2MLI,Internet users for Mali,Annual
ITNETUSERP2KHM,ITNETUSERP2KHM,Internet users for Cambodia,Annual
ITNETUSERP2RWA,ITNETUSERP2RWA,Internet users for Rwanda,Annual
ITNETUSERP2ASM,ITNETUSERP2ASM,Internet users for American Samoa,Annual
ITNETUSERP2HKG,ITNETUSERP2HKG,"Internet users for Hong Kong SAR, China",Annual
ITNETUSERP2SLV,ITNETUSERP2SLV,Internet users for El Salvador,Annual
ITNETUSERP2CYM,ITNETUSERP2CYM,Internet users for Cayman Islands,Annual
ITNETUSERP2GNB,ITNETUSERP2GNB,Internet users for Guinea-Bissau,Annual
ITNETUSERP2PER,ITNETUSERP2PER,Internet users for Peru,Annual
ITNETUSERP2GHA,ITNETUSERP2GHA,Internet users for Ghana,Annual
